channel_name,category,Sub-category,Agent Shift,Tenure Bucket
Inbound,Feedback,UnProfessional Behaviour,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Refund Related,Refund Enquiry,Evening,61-90
Inbound,Order Related,Delayed,Afternoon,>90
Inbound,Returns,Return request,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Outcall,Cancellation,Return cancellation,Morning,0-30
Outcall,Returns,Return request,Morning,>90
Inbound,Returns,Fraudulent User,Morning,>90
Inbound,Shopzilla Related,Shopzila Premium Related,Morning,31-60
Inbound,Order Related,Customer Requested Modifications,Morning,On Job Training
Outcall,Order Related,Delayed,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Outcall,Returns,Fraudulent User,Morning,On Job Training
Outcall,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Payments related,Online Payment Issues,Morning,>90
Inbound,Shopzilla Related,Account updation,Evening,31-60
Outcall,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Return request,Morning,61-90
Inbound,Order Related,Delayed,Evening,0-30
Inbound,Returns,Fraudulent User,Night,>90
Inbound,Cancellation,Not Needed,Evening,On Job Training
Email,Refund Related,Refund Enquiry,Morning,On Job Training
Inbound,Shopzilla Related,General Enquiry,Evening,>90
Inbound,Returns,Return request,Split,>90
Outcall,Product Queries,Product Specific Information,Morning,>90
Inbound,Feedback,UnProfessional Behaviour,Night,61-90
Outcall,Returns,Fraudulent User,Morning,31-60
Outcall,Order Related,Installation/demo,Morning,On Job Training
Inbound,Returns,Fraudulent User,Morning,0-30
Inbound,Returns,Service Centres Related,Morning,On Job Training
Inbound,Order Related,Installation/demo,Morning,0-30
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,61-90
Inbound,Returns,Return request,Evening,>90
Inbound,Returns,Wrong,Evening,61-90
Inbound,Refund Related,Refund Related Issues,Evening,61-90
Outcall,Returns,Reverse Pickup Enquiry,Morning,>90
Email,Order Related,Delayed,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Outcall,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Fraudulent User,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Outcall,Order Related,Delayed,Evening,>90
Inbound,Order Related,Order status enquiry,Afternoon,>90
Outcall,Refund Related,Refund Related Issues,Morning,On Job Training
Email,Order Related,Installation/demo,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Night,31-60
Inbound,Feedback,UnProfessional Behaviour,Evening,On Job Training
Inbound,Returns,Wrong,Evening,61-90
Inbound,Shopzilla Related,General Enquiry,Evening,On Job Training
Inbound,Returns,Wrong,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Order Related,Order status enquiry,Evening,61-90
Inbound,Returns,Service Centres Related,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Outcall,Returns,Fraudulent User,Morning,61-90
Outcall,Returns,Return request,Afternoon,0-30
Inbound,Returns,Return request,Evening,61-90
Outcall,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Returns,Fraudulent User,Morning,>90
Inbound,Returns,Return request,Morning,31-60
Inbound,Order Related,Delayed,Morning,0-30
Inbound,Order Related,Order status enquiry,Morning,>90
Inbound,Feedback,UnProfessional Behaviour,Morning,0-30
Outcall,Returns,Return request,Morning,On Job Training
Inbound,Order Related,Delayed,Morning,0-30
Inbound,Shopzilla Related,General Enquiry,Morning,On Job Training
Outcall,Returns,Return request,Morning,>90
Inbound,Order Related,Delayed,Evening,61-90
Email,Refund Related,Refund Enquiry,Morning,>90
Inbound,Returns,Fraudulent User,Evening,31-60
Outcall,Order Related,Order status enquiry,Afternoon,>90
Inbound,Order Related,Installation/demo,Morning,>90
Inbound,Product Queries,Product Specific Information,Evening,61-90
Inbound,Product Queries,Product Specific Information,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Shopzilla Related,General Enquiry,Evening,>90
Email,Order Related,Delayed,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Shopzilla Related,General Enquiry,Evening,On Job Training
Inbound,Product Queries,Product Specific Information,Afternoon,61-90
Inbound,Refund Related,Refund Enquiry,Evening,On Job Training
Inbound,Order Related,Invoice request,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Offers & Cashback,Instant discount,Morning,On Job Training
Outcall,Order Related,Installation/demo,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Outcall,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Order status enquiry,Evening,0-30
Inbound,Product Queries,Product Specific Information,Evening,0-30
Inbound,Refund Related,Refund Related Issues,Split,>90
Outcall,Returns,Return request,Evening,On Job Training
Outcall,Returns,Fraudulent User,Evening,On Job Training
Inbound,Order Related,Invoice request,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Refund Related,Refund Related Issues,Morning,>90
Outcall,Returns,Return request,Afternoon,>90
Inbound,Order Related,Delayed,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Outcall,Order Related,Customer Requested Modifications,Morning,31-60
Inbound,Returns,Wrong,Evening,On Job Training
Inbound,Returns,Return request,Afternoon,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Outcall,Returns,Missing,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Outcall,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Returns,Wrong,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Order Related,Installation/demo,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Return request,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Delayed,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Product Queries,Product Specific Information,Night,61-90
Outcall,Returns,Return request,Evening,On Job Training
Inbound,Refund Related,Refund Related Issues,Morning,>90
Outcall,Returns,Return request,Morning,On Job Training
Outcall,Order Related,Invoice request,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Service Centres Related,Evening,On Job Training
Inbound,Order Related,Installation/demo,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,31-60
Email,Order Related,Delayed,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Seller Cancelled Order,Morning,On Job Training
Outcall,Returns,Return request,Morning,On Job Training
Inbound,Shopzilla Related,General Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Outcall,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Outcall,Returns,Return request,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Shopzilla Related,Signup Issues,Evening,On Job Training
Outcall,Returns,Missing,Evening,On Job Training
Inbound,Feedback,UnProfessional Behaviour,Evening,>90
Outcall,Payments related,PayLater related,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,61-90
Inbound,Returns,Fraudulent User,Morning,On Job Training
Outcall,Order Related,Installation/demo,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,61-90
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Outcall,Returns,Return request,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Product Queries,Product Specific Information,Evening,61-90
Outcall,Returns,Return request,Morning,On Job Training
Outcall,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Returns,Fraudulent User,Evening,0-30
Outcall,Order Related,Order status enquiry,Morning,31-60
Inbound,Product Queries,Product Specific Information,Afternoon,31-60
Outcall,Product Queries,Product Specific Information,Morning,>90
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Cancellation,Not Needed,Evening,0-30
Outcall,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Shopzilla Related,General Enquiry,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Email,Returns,Missing,Morning,On Job Training
Inbound,Product Queries,Warranty related,Morning,31-60
Outcall,Returns,Service Centres Related,Morning,On Job Training
Inbound,Payments related,Payment related Queries,Evening,On Job Training
Outcall,Refund Related,Refund Enquiry,Evening,On Job Training
Outcall,Product Queries,Product Specific Information,Evening,On Job Training
Inbound,Order Related,Installation/demo,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Refund Related,Refund Enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Returns,Return request,Afternoon,>90
Email,Returns,Wrong,Evening,On Job Training
Outcall,Returns,Return request,Evening,>90
Outcall,Refund Related,Refund Enquiry,Morning,>90
Inbound,Returns,Fraudulent User,Afternoon,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Order Related,Delayed,Afternoon,>90
Email,Refund Related,Refund Related Issues,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Order Related,Order status enquiry,Morning,>90
Outcall,Cancellation,Not Needed,Evening,31-60
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Outcall,Returns,Return request,Split,>90
Inbound,Order Related,Delayed,Morning,31-60
Inbound,Returns,Missing,Evening,61-90
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Service Centres Related,Morning,>90
Inbound,Shopzilla Related,General Enquiry,Evening,On Job Training
Inbound,Returns,Return request,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Order status enquiry,Afternoon,>90
Outcall,Order Related,Installation/demo,Afternoon,>90
Inbound,Feedback,UnProfessional Behaviour,Morning,On Job Training
Outcall,Returns,Wrong,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Outcall,Cancellation,Not Needed,Morning,31-60
Inbound,Order Related,Priority delivery,Afternoon,31-60
Inbound,Returns,Fraudulent User,Morning,31-60
Outcall,Returns,Return request,Morning,On Job Training
Inbound,Shopzilla Related,Signup Issues,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Outcall,Returns,Return request,Evening,On Job Training
Inbound,Order Related,Delayed,Morning,31-60
Inbound,Order Related,Installation/demo,Evening,On Job Training
Inbound,Order Related,Priority delivery,Morning,0-30
Inbound,Returns,Exchange / Replacement,Split,>90
Inbound,Order Related,Delayed,Evening,>90
Outcall,Payments related,Wallet related,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Outcall,Shopzilla Related,General Enquiry,Evening,31-60
Inbound,Order Related,Order status enquiry,Evening,0-30
Inbound,Returns,Exchange / Replacement,Split,>90
Inbound,Product Queries,Product Specific Information,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Outcall,Payments related,Online Payment Issues,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Cancellation,Not Needed,Morning,>90
Outcall,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Returns,Return request,Split,>90
Email,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Inbound,Returns,Exchange / Replacement,Evening,61-90
Inbound,Payments related,Online Payment Issues,Split,>90
Outcall,Product Queries,Product Specific Information,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Order Related,Invoice request,Evening,61-90
Inbound,Order Related,Delayed,Evening,61-90
Inbound,Feedback,UnProfessional Behaviour,Morning,On Job Training
Outcall,Returns,Return request,Afternoon,>90
Email,Order Related,Installation/demo,Morning,61-90
Inbound,Shopzilla Related,General Enquiry,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Exchange / Replacement,Morning,0-30
Outcall,Refund Related,Refund Related Issues,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Refund Related,Refund Enquiry,Morning,>90
Inbound,Payments related,Payment related Queries,Afternoon,>90
Inbound,Payments related,Online Payment Issues,Evening,On Job Training
Outcall,Returns,Reverse Pickup Enquiry,Morning,0-30
Email,Order Related,Delayed,Morning,On Job Training
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Order Related,Seller Cancelled Order,Evening,On Job Training
Inbound,Product Queries,Product Specific Information,Evening,On Job Training
Inbound,Returns,Return request,Evening,On Job Training
Outcall,Product Queries,Product Specific Information,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Outcall,Order Related,Installation/demo,Evening,On Job Training
Inbound,Returns,Return request,Morning,0-30
Inbound,Returns,Return request,Morning,>90
Inbound,Order Related,Invoice request,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Outcall,Product Queries,Product Specific Information,Morning,>90
Inbound,Order Related,Invoice request,Evening,>90
Inbound,Order Related,Installation/demo,Split,>90
Inbound,Returns,Return request,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Outcall,Returns,Wrong,Evening,On Job Training
Inbound,Returns,Fraudulent User,Morning,>90
Inbound,Returns,Service Centres Related,Evening,0-30
Inbound,Order Related,Delayed,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Service Centres Related,Evening,On Job Training
Inbound,Order Related,Delayed,Evening,31-60
Inbound,Order Related,Delayed,Evening,0-30
Outcall,Order Related,Customer Requested Modifications,Evening,On Job Training
Inbound,Returns,Wrong,Split,>90
Inbound,Feedback,UnProfessional Behaviour,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Email,Returns,Service Centres Related,Morning,0-30
Inbound,Refund Related,Refund Enquiry,Morning,0-30
Inbound,Returns,Return request,Afternoon,>90
Inbound,Payments related,Online Payment Issues,Split,>90
Inbound,Order Related,Delayed,Evening,0-30
Inbound,Order Related,Invoice request,Evening,>90
Inbound,Feedback,UnProfessional Behaviour,Morning,>90
Inbound,Refund Related,COD Refund Details,Split,>90
Inbound,Returns,Return request,Morning,31-60
Inbound,Order Related,Installation/demo,Morning,On Job Training
Inbound,Refund Related,Refund Enquiry,Split,>90
Inbound,Order Related,Installation/demo,Evening,On Job Training
Inbound,Refund Related,Refund Enquiry,Evening,31-60
Outcall,Shopzilla Related,Shopzila Premium Related,Morning,>90
Email,Refund Related,Refund Enquiry,Afternoon,>90
Inbound,Shopzilla Related,Shopzila Premium Related,Evening,31-60
Outcall,Order Related,Installation/demo,Morning,31-60
Inbound,Order Related,Delayed,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Product Queries,Product Specific Information,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Outcall,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Order Related,Installation/demo,Morning,>90
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Returns,Fraudulent User,Evening,61-90
Inbound,Returns,Fraudulent User,Evening,>90
